Fecha,Puno,Granja Salcedo,Los Uros,Rincon de la Cruz,Mañazo,Umayo,Illpa,Capachica,Cabanillas,Lagunillas,Santa Lucia,Juliaca,Isla Taquile,Los Rosales
2003-12-31,674.4541144610882,674.4541144610882,738.65068962783,696.7014939956101,573.2857133398221,576.0110906122308,603.108711572846,831.8701470480787,619.4764636254573,596.100657460419,616.768950308664,888.6173347573173,974.6416751608435,523.7592660799457
2004-12-31,640.964965148402,640.964965148402,670.1323319687557,642.8571353031646,570.6799602651524,512.7178619929182,523.2390074605428,748.9011457019575,541.4793008490298,569.5657010903217,568.5134398186469,780.0991463564205,954.4084567069845,519.3374982664245
2005-12-31,655.2268296374625,655.2268296374625,656.8429325811774,650.0161059751025,606.6732642575805,593.9239430133653,593.5867680466617,719.1032592104812,619.1477650370128,596.4617505377288,601.6617912684469,855.4299686313477,952.9265216646286,578.2395191083394
2006-12-31,751.2170779774027,751.2170779774027,727.0157306753124,728.5966564845176,658.2739488796045,634.8122265524669,602.3739649487784,711.4292048422204,723.552750518309,732.321593485049,734.7613983361775,886.1066201491564,944.6894718472084,598.8195498400195
2007-12-31,724.401811498185,724.401811498185,697.4283201460582,761.5926611897331,724.0183453600032,643.2961773736561,598.9216256962745,641.1890921200027,740.1491807672287,629.1072984580676,687.0626564406248,912.4118538644234,1060.4740481434887,617.7587093820462
2008-12-31,627.6326088604933,627.6326088604933,640.9600178463947,649.2136087760539,588.1128100747511,527.0341144098049,538.9966440240862,659.4601702770588,557.5103971041023,552.441912805793,545.3331273149107,790.6418030866964,613.4588751900794,524.6964372032737
2009-12-31,711.2125513987675,711.2125513987675,659.5075064691314,680.6750348175642,601.6469664538386,609.5821687606781,552.6029728842041,604.8190750591433,588.8049788149382,572.4016512303115,606.1830156402857,798.2023348703151,771.7964844346507,578.02639815258
2010-12-31,585.8921622469891,585.8921622469891,622.197573304187,642.9369940146853,576.3740473175426,501.7431436737665,497.61346961348056,669.1458287610391,609.0023505339374,625.4375735027324,626.0242641824799,692.2876934178473,807.0962189284508,515.1470066281013
2011-12-31,759.6440822334482,759.6440822334482,743.3880787743882,854.4752458342994,735.364590572041,661.8155653816802,623.010788716979,765.71543446609,725.5701140182755,697.6220743988587,737.5704222240491,872.9086232674031,1042.7942552230832,674.7587923361002
2012-12-31,932.4903625012344,932.4903625012344,907.5573260992635,964.1532429449668,894.3239212254932,781.8224188908032,716.2885358615962,849.3562936938276,836.4765339395689,894.145650611592,928.899741452741,1032.0221000563101,1098.8788418855893,802.6918659730682
2013-12-31,750.3181654011478,750.3181654011478,814.3758182591146,760.1804452209718,698.174726090097,655.7021012203359,642.1931297342142,883.4651217975764,672.932246203941,662.0030156964832,675.3969937055596,908.7107754888414,1123.491731025231,668.0572321232354
2014-12-31,551.2037741918434,551.2037741918434,583.072166863727,599.0051933591868,517.392228229427,464.3413993420477,475.90836697401255,631.5430507500653,566.1906552818352,486.944757843081,499.3719622583135,728.795868564338,760.8387600731714,470.35289685581984
2015-12-31,724.1526239765961,724.1526239765961,820.8615630977346,815.4425645438449,642.1817937027829,602.9051298283935,615.3805047556888,807.4703577582515,707.7056231719375,617.327741368622,636.8944246869233,853.3117851778966,988.2651330278562,595.048482592639
2016-12-31,597.5693071061171,597.5693071061171,603.9836931096123,532.3427338848463,432.00279095244457,494.28230731324675,527.4668613486244,626.6258357536383,534.7848020829686,462.1393778824652,487.22656859949166,725.6157556593537,849.2743976776921,445.41124068006025
2017-12-31,762.938904687162,762.938904687162,787.4456973643275,817.4865388988842,737.5445858358728,628.2629759065971,582.9771302912764,751.6063280012077,716.9776425272819,663.109306059363,725.9396373343216,762.3044557081931,962.5960205260685,666.5917559154628
2018-12-31,538.0683717973152,538.0683717973152,568.7402134411359,559.0427252463305,702.4921604028804,432.9974098676794,441.6507797465674,589.730584494726,508.42879129458845,495.15824230507064,508.21187343659403,594.9669479760269,780.1326014422116,431.0644443091551
2019-12-31,0.0,0.0,0.0,0.0,724.4000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-31,0.0,0.0,0.0,0.0,540.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
